glyph_hash,font_postscript_name,glyph_name,codepoint
28fb6beebfdb4dc3e0fec98720f0c736ad28f6290cc84a59cb73b3370eca2e44,Drutsa-a2,question,63
69e6beca6d97e08698c42dd03b5ac9aefec02cf761c89a34f348d0e05d9b8256,Drutsa-a2,C,67
a888ddaa5d3c9d9d7edbb27b1050293d549a8d3234dba6f70a60fd78179bc3dc,Drutsa-a2,D,68
18464b363434a88bec4f04aa3b4598a7cf179855fe855cb659f7663b38ab209c,Drutsa-a2,eight,56
5ace6794c79c13cecea23552958d7641bb908d50a98d58790058a9d355d8f431,Drutsa-a2,percent,37
46d8635ef7d49e8c78c34325490ae28bf3217f6dc5c16ffa4fa6226133673201,Drutsa-a2,Y,89
c1e88f794c2ef48ae844b61182c01bebe662b6a0ffd3c2cd4577e98c758b0df2,Drutsa-a2,U,85
ffddc9321ab213dcd920474fa6e0cc98f5b4841089471dde922b5683009b372c,Drutsa-a2,Z,90
327e7f2ba56803c22419aa5235c8b50ba61bb6b48f7e756ff7b4a3f3f027a7a6,Drutsa-a2,parenright,41
c2f01e06393bd265be6c8c35645a1e339545c69c4ed3700f9e65be4af60b9a6f,Drutsa-a2,T,84
db4a4ad3fe5c1943aef58229428a34a991cbbcb798f661ab86267b7e50d96633,Drutsa-a2,parenleft,40
4ddc4aef9686b7c35f6daf9ba5a6d98158c40f934eb1f0a26bf3fa8d15508ce0,Drutsa-a2,H,72
35d863d449cbbdb1180dc97ca5185a7d00d479222a79da773ebb16c235204983,Drutsa-a2,s,115
5870b6ae3114c7d87cfb86d073dc33af6b6bc83281042234149db04f4dba7286,Drutsa-a2,numbersign,35
c6551332b12e1f82262dbb6196c639c76fa508a392cfd611a4d87357de87e8bd,Drutsa-a2,braceright,125
713a4efb6a1ac8be1bafb70d62e57447fe9485bbe4ec71592e39e493d8b075e6,Drutsa-a2,z,122
79fe15abe20b634a167a389887e875fcb8e3c28b8ad9bca9b202d9eded2bed4d,Drutsa-a2,v,118
d1ce75abd7f9458077f1acb5c52d2a2f307e3222eb259797508df43891bbf139,Drutsa-a2,b,98
fe502c6b716c9e27e133f91d8ae2d81fed1e398618ab085ee4115652f3a1f11b,Drutsa-a2,hyphen,45
3e0ccedefe11c1727f3f112ac98612cc8077f03a644233e7deba86cc9703452d,Drutsa-a2,a,97
c53e0efa168c1576e379969de6ea9ec16056e8d70d84e59579a2e286b4e1192d,Drutsa-a2,two,50
4d6f0b997bdc03670e707e5127b8b44e23bae358749c226653e87787d74b1556,Drutsa-a2,exclam,33
cc92d14115ac55fd24f6188070fb37a636d798581ccb181f981938c02acd9653,Drutsa-a2,f,102
d5f40108039bf95241b46436e1cb06a1698625e10e0c0ff616581f782aae6951,Drutsa-a2,underscore,95
35132ad765c31a7dfbeff56471da89911c6c1c652dd33f897b44941e9d965002,Drutsa-a2,bracketleft,91
44727e64cbcafab496367ec37131d27bf08e480308f09e6228aa43a116f9e0b6,Drutsa-a2,q,113
acd241fe1136d1c2233c3b0c873bf05df0ed6c82604dbc739c27da4f920bbe41,Drutsa-a2,d,100
5560f3f7caa426f85cf92e927e786fbb06a9f0841d71466adbf3f083df934c45,Drutsa-a2,period,46
4e7c5c8896f3ec9728c41fcc8055345e76e8f879e7dff8d5a25102dfbb4bf60f,Drutsa-a2,O,79
f9c27947a21be993b5fea05bffdd9babac2049319798c1547189bb47767d7b57,Drutsa-a2,m,109
7fd4b7b372bdd8bfeb3746714eee7744c8eadec93229ac98870acf2a09de5829,Drutsa-a2,y,121
fb83dd07f8a7caabff0dce0b7a43de10d8c2afc0e60cd36e0e7491fa4d874d6a,Drutsa-a2,asterisk,42
d0765bc41a2674aee9040e47ed99390bc19e9737b0a39c5ca4bc8515b813b3d8,Drutsa-a2,seven,55
27aaaf788b998deacbec150a709be7ae0338a3b392048f5c1cf403d5106086cd,Drutsa-a2,I,73
56b7cfa24744d4eff8b2e62d98f15664db8ea79f6e82fe66f96ae4412fe07ac2,Drutsa-a2,i,105
73a04c57092a32091775c597307cdadd78c0faa295a36e424f75828eb8e7852b,Drutsa-a2,l,108
55e06991b2db800c75aacc64c240436f18d81d5ca829324c2934aca39075468e,Drutsa-a2,at,64
d8550343ae4a1b605dd420ebf427e0acfc3d96326cb2b7333aac3eeb01239c86,Drutsa-a2,bar,124
b4864de27dce6ef0f2dd2b6d9b79a690855577eeae3418541c899cd912309ecf,Drutsa-a2,k,107
5b8ed2661b637a86d9a1a0501ec0938eef93747e0e869be165c62a7bbaa23325,Drutsa-a2,Q,81
2f49d8d9b930ef04df738e31b429c0b857a575cc10df7512b516c23233f52fde,Drutsa-a2,R,82
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-a2,space,32
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-a2,space,160
d78f6cac9463cf8114e3e2ff4177d2e71c83046b86a13d9765cbb415f2c6b61d,Drutsa-a2,N,78
c0c5d97444747a9d4c2ea894c3f7c8afdd895a90d4339a09170896dadda52d16,Drutsa-a2,six,54
72d9c1972aa22a76d7b55c521c9f4f5a769852a5dac985c20c162b101fb706dc,Drutsa-a2,five,53
410101a8b3f83681300ec17d3a021e0b53e0b75e57f2948727450f8962100072,Drutsa-a2,greater,62
a124a7fc945bdc1254584b53a4d21357201b94e1c631ec509db6938a0a157aca,Drutsa-a2,L,76
a7aba4bdf8153181befe7c2f304bfd6f1ddeae43d0c71a413deab85ddae0d620,Drutsa-a2,V,86
eb2756678805725a1db0c9b247c964c106cf94e3576b3c7bd497ef926e06bb13,Drutsa-a2,X,88
696144320e361975c3f81e69624b364ad819c32bc603f042781e1c46d6dcd9ad,Drutsa-a2,backslash,92
f48a99751a70678aefc1e5a626d12e5e990db59ad30856f68648f234f6060e66,Drutsa-a2,asciitilde,126
326e09ac29d0ada8e2e1ebddee551750f72fdf176961b0cf1ad22e5f30463ed0,Drutsa-a2,slash,47
db9a1082d5532ace0a8781a0e13188731318a0ab43259f14815efcddc4285ba4,Drutsa-a2,nine,57
8c4073910dfb149ef9c62a5415be093c9166752a4e1762b6589c3eef32eba7ea,Drutsa-a2,P,80
340f4ffc0847a6ef7b07fc0ab0d03d4875da853d59e691a79d4342b5f0d6c7fe,Drutsa-a2,zero,48
76275db92b06f84c116a7d2ca2b9569f5104ea0047bf3682599695a0aca60856,Drutsa-a2,colon,58
a1ce647bc3b8d068b2a76d40fbd07e27f2a6d49a680aa7efcc1a3c33b741bcbc,Drutsa-a2,J,74
efb933519f75ea59ce80862ed6142b1f8a705ca9964e82dea963c86353b57510,Drutsa-a2,W,87
d8aa83b838918690182cb93e08c3ed38de440d67fde10e390e5bae9aaf9261f9,Drutsa-a2,t,116
102a85bd2d0f2cd0fc96a32bc51fa64b743d177eefdd268653188748d1bbebf4,Drutsa-a2,w,119
b5836ff3137c81582e952a93b0e7996601f5f65f04ea0f984d3cc21162a09cf3,Drutsa-a2,p,112
f337a4880852ec831acc05cd0ba6be3bbce1262b3e49866ddaabfcb075a22aa1,Drutsa-a2,A,65
b339d8b63202a101657410beb7de6f4e35cbfe495db34bdb59e322683ad9c72b,Drutsa-a2,S,83
ccb70de6e9544707bed685bb12cb77d9352feaa98c2c36fc68f4530edbb31617,Drutsa-a2,c,99
56e74d69e08a1d374d78127c792ed041f7016a028868c723d2c011ffbee4d095,Drutsa-a2,j,106
96474fe36fb464758b56496cfdfb1fb6d769ccc1782e8c6038ed57f471279e68,Drutsa-a2,g,103
61e043672a355b4c56ef2d294fd78c3f2cdc8d4f375e459dfd38027c28fd6d31,Drutsa-a2,equal,61
b5398f5bb00089430312012492fae738bde8f7a21b4874eaefdfb04d8d733c4e,Drutsa-a2,B,66
14245a153a9b4599131b7360cf8871b7e9539fa3cdc86eeb044456019f1aed6e,Drutsa-a2,three,51
fc519fedc33f5c0b970cb807a326f466e2de128cadf205977e2dbc555fb552f8,Drutsa-a2,flex,94
302526ccae9dd8f956e38951553678ec49605c37a534fb03b41ddabfb03901cf,Drutsa-a2,.null,
a1203cee2a54a5ccf9831578eaec7cd460b7098a112e811169efc726794e441c,Drutsa-a2,n,110
dc3ead61b62404e65a6e45af723e4cf04bf52824b18bd15f0762b95f1546a690,Drutsa-a2,G,71
14e5dc7e0737effb5d1e4c17f338eaa1dc48f0788809ec4d120669bcd266412c,Drutsa-a2,four,52
242fe6c5b59d629db0da114167318be02139092e9a91d6207fcfe4e000024179,Drutsa-a2,E,69
1817ae0933679cab8ca375fd1b92d8cb85ee860ccc31b08045111a9ff641c837,Drutsa-a2,dollar,36
be83c188709fa17a4310bbb43815cfc6ee723ab801d6bceab0843efb2a2aab44,Drutsa-a2,M,77
be7a421745953f5cf4576895157b2dd2b9191ba8af298029bc4409426eb5caf0,Drutsa-a2,ampersand,38
2f4286a370d634b72460f84a776e87f6a0c319f0f3cdaffa63903032146348a6,Drutsa-a2,semicolon,59
1c97c84c7e1b590190f01a3b16a505dc6d84aeaf85909a954d032c0bb53e4c93,Drutsa-a2,.notdef,
d605faa216edcb77b36ae86fc44df6e2eeebdec6f8ff226015e80738e343a8a6,Drutsa-a2,less,60
b07a979a78927e4d5bd59019e043b68419f7addddeb8c0d442c52f415b88b325,Drutsa-a2,F,70
749d17ed977b121ee857266d1d8938264ffcb396e11cee2af7f0c54293e16206,Drutsa-a2,bracketright,93
edfcda74014223e5d84da571cee58edd41162710a7830b9e57a42491eb2106db,Drutsa-a2,e,101
0664c106baf8c493aa1b2c3cdeee33d9caa9e05051f24b8b466c130a13a9b259,Drutsa-a2,plus,43
28803d5bad51e77c5897c11efcc07aacd478bd87f570e0672f91cae6f90ac0d7,Drutsa-a2,K,75
b1355d6bad86e72dd209c78159c15cd3d69b2f16c4cc6738ed6de1cce5c2802e,Drutsa-a2,r,114
d8b0c9a5de30800fb69cdafb13e3f1d963d36e29137cd2d26384086bc444e4c4,Drutsa-a2,x,120
a44f1b6726d938bc1b47889f47511636b784ec2989d210ec400fb80e3d6b3d8c,Drutsa-a2,comma,44
749f9955a97378a69fb7c02e60961725371dddc47a464650543c6b995f088a88,Drutsa-a2,h,104
e75f4b08e791223bbea9d1230b4a26378511a55e5c265934073a31d8d151e12b,Drutsa-a2,one,49
c909f78dae86e3703fbd3a6aca8ca797ab1fb8fdca96fb67f07f31df0c771981,Drutsa-a2,o,111
c4b8538222bf6dde791c0ed97e8640109d6c19287371821780b9a29ec06e9db1,Drutsa-a2,nonmarkingreturn,
71ff9b39d92a30ec4b365829071351699a2fa15c247f1a303c8da916808cc500,Drutsa-a2,braceleft,123
ab86c7c84a75e7b72e4bf23519c727bf3574bf83108d5bef2d3878c654ec1aa6,Drutsa-a2,u,117
53f54abe0f5ee6c11ca1594fe6fa9dcf4ed6f8b42238f7ff2f9fa6919ab86de6,Drutsa-g,R,82
d339816fe02f1856b76e8b2c4c8632667a703ac916f0e4f2dc4d8f00fce0ee4b,Drutsa-g,l,108
345541888511bef4329c2120f335e20c39fcf1f9d1b06d169e20510f61135d2a,Drutsa-g,S,83
167371e4eb3c15c87b090013785018b63368bd5e3a80c2fc96e0d4599bbbbfb7,Drutsa-g,t,116
8daa6feb137980b20868af757b3caf5fbc8ff613796c417dc712ee27c6a9b49c,Drutsa-g,u,117
1c73df5df8777d5c2b428c87b22e287e4d97cd772fe1934335395ec91771ecfe,Drutsa-g,underscore,95
3338d61112e865e7e07fb80ded10711dbedfb2f1945f2f44d15b5d9dfee6b598,Drutsa-g,m,109
4e504a2d19697ba26d7419cc62677bc4938a1cc1f05c3a09bfb8905a02d7a2db,Drutsa-g,three,51
6854d843d82600578f79c32cade2ea91de3284ddf4da3798ddac0c6fb8590dd7,Drutsa-g,slash,47
ee18b27396ed6c0996865a57e9dc4a52292cc2863949c8aa4136d97c47e96a8f,Drutsa-g,seven,55
0440023cb9e49192f3ac1966a515885f723b0a87bbfc6b678b916cea0978c946,Drutsa-g,h,104
03850a9e01aa3ccb4c6ccb722f588ee73b27b8ee5170327668780342760c032e,Drutsa-g,O,79
51c6654634f5c0492443b5e633b805628bb4de409c707552e3aba7ac66acc120,Drutsa-g,nine,57
d1a663f4834bc2fd3ff11df011cdf281c6046582594de9b8c2c178995fe972c1,Drutsa-g,F,70
ebe2e7c1937ce2b21f658dd438f119c1072e48213783a46480518ef1c0f410fb,Drutsa-g,W,87
1833ee350a1e2ff4a6ef88656fe9007e931ebbafebd16c310457a07fccebe606,Drutsa-g,c,99
bdcb3b692117f9bb11bd88f78834e5c48ade286d316ece28206c2ed2e1bb38fa,Drutsa-g,less,60
a542598bbc2783da6964b0f8a1ef7c3fa152db02bec0b149b283004fed83ae7c,Drutsa-g,percent,37
686e7ef5d0e80341c8e19c4fb1845e7ede4e911cfe32d6fd66e04452fd32ef2a,Drutsa-g,a,97
442a8a7ce032fda81f7b61b4e89c01c928b64b67d466bb7ac018ed3b8cdac729,Drutsa-g,B,66
ac0adce8f9633a919cfdcb95fc64c43330c1b9719bddb50e479b0116d2dab792,Drutsa-g,M,77
700a10409f56620c4cc54beb48868ad379f09db8b11f070e8a3bacc95e0c5979,Drutsa-g,one,49
24e4e9d1ac75e0846e446b567ac94d1708126e5c9da0862d432dcf3c6b37dd75,Drutsa-g,v,118
ad51c5b0ba018e2e9a0104bbd8fa2703481c868c9cddca26cd19cca97dc87c60,Drutsa-g,asterisk,42
e24fd641e8f03fc153650f162a8dd7834bd9c20007cb0915c70eade75cbdc649,Drutsa-g,equal,61
1b6633f7ab4635c38c441ff0b5107f84adf14ed4172c267c32bbf6a4665670ab,Drutsa-g,two,50
9129d52dbe38d73e25291a53734a7a0f0017dc391ec16337f2c844d8de657e41,Drutsa-g,b,98
6080a220aba460de2fd80706fee19d9616a46a549909ddf64c511a836925411d,Drutsa-g,four,52
bdfc06034a10b619c55655bddb88fd5072bc24ccddceb9a8f95a2a851af11b96,Drutsa-g,V,86
ead7cabcee6c29ed93d4f2f22dabd17138a90a20179a1c1aeec133afe3d3d291,Drutsa-g,eight,56
7dac12ee3c1ee1fb116289bf8813b632d06f73377460816fd054b48980c761a4,Drutsa-g,o,111
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-g,space,32
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-g,space,160
9240bd8ef6639a058eb2fc18bacd43fc73a996f0189ad020333ff03c27478aaf,Drutsa-g,k,107
e0adbd7478a51d61ed165cff3bbe2e18e7659289343e8736e6a57e6964e04738,Drutsa-g,numbersign,35
69561d4eb398fed3cca376a9cf584ccc201b0e155eb3b12d3dcf4a9cb8cbbddd,Drutsa-g,ampersand,38
1569ea760062aa266154bffaf0a36ea76926196de1a5486315a004f1fe6aa81b,Drutsa-g,U,85
af195f801e4acb8fc3df6193333d78c336d12265d7f652a44eaab12f72b9bbdf,Drutsa-g,at,64
f1d18e848162b258fb6dfecfec3f83960dd5f137de61273a45622a396cd3f89f,Drutsa-g,six,54
5446e0c1ee3d07d50dd1de1fd5a43e0880d6464f5df821d700959d106e5309b2,Drutsa-g,bracketright,93
49dbf03dd82f4ee2d0e045ca4ce4384296b967488eb713370bfdbf19bd2086d2,Drutsa-g,K,75
d706199f487ac0f62b5f7cae710f2697ff33d3bfe4957c5cfb38485a9a61492e,Drutsa-g,semicolon,59
0bad64922f60a958a3c01d06972b1ef37ed22dd664ae2a16c7e70457b6b49e80,Drutsa-g,parenleft,40
89e8a90e82f325c8ef49667d1e10561b75e734c4057193dcfb43a3de94bf8f25,Drutsa-g,Z,90
a122a56e14ac749489210baba7d652923c22d931f0edf126d2c250148bfbccd2,Drutsa-g,T,84
93d236ff4590e0b10bac19cec86a998db242f133719e446334f015c093b51a9a,Drutsa-g,backslash,92
7ea3cc5d88f578be01dd76590100938ba679eed96025c73f912e1730d332d5be,Drutsa-g,parenright,41
af85e3e6a5c693ff5b63cc6eedfaea0a9bf309b5066cb5af01a12338c7f395b6,Drutsa-g,r,114
2d64ce0dac4120471b60e60cb1774a105796608ba07e768791a9218339c91d9d,Drutsa-g,greater,62
2bafee8d0f6b960a2a3c13fe431779abda20a90984be2d9e519b085298cb8cf0,Drutsa-g,A,65
68ea98a861f335de716e758972bfb9f0aba8811e3b1abf7862b81929c1891b71,Drutsa-g,n,110
414ab3c6c64b1a1741560e386e4cc3fd3820fc87958b8678687b3303925474ed,Drutsa-g,C,67
76d7b98cb9787f503636d1ce67c648cc78c7c6cad4baf674baaee4f4a1ac7164,Drutsa-g,five,53
011cbb260438fae8e02d20836d87410f8cf110c8b2052d7119c6a48e4e1156e0,Drutsa-g,G,71
8a58a36a63ef6515fbf5771466a9c1f86bceaae37a2ece02749c515a039a4b9f,Drutsa-g,visiblespace,57347
f80d662c4a68dcd4f8ddd331df0948cf8dad1fdb55ba46b85702ec1287a9aca1,Drutsa-g,E,69
70bbcc21e2696b5c0b79c63a068f2a652169f469ff612709d65d86b21c664157,Drutsa-g,w,119
40eec6b6c4565971b137146870069c931624e5f9b7363a5fb509e31217f76a8c,Drutsa-g,exclam,33
302526ccae9dd8f956e38951553678ec49605c37a534fb03b41ddabfb03901cf,Drutsa-g,.null,
a3e72c0e5216c027eb72a8420e75dad34c9d30810249cec79ed6f830aa207d49,Drutsa-g,e,101
ab702964ae04cbafc41b3be87c83f5564601be9ecaa014ade9b96edb05061db8,Drutsa-g,question,63
56082f853b2ed2fbe01174ca1727840682607c618f487eeffa5f782b392e2f8f,Drutsa-g,f,102
9c51ded3578e865834f89d77c066bae093df11d5d8a85c070c21303d07493685,Drutsa-g,I,73
5a7e78e22973c239d9a2bab442d969976b92fa29afab612ced781705da7b8ad8,Drutsa-g,colon,58
d3af4b5c155332b39a19e48c080a308dbb60a5255039fca0814203042fc5abde,Drutsa-g,d,100
e4e4465bf6e3cc25ebc60502bb2ba7922c550d14c7e4ea077ac9b09644d825c5,Drutsa-g,j,106
f9bf2d6f781c39676b0daca772216800deac90e6952f5797443a08fc0bb12718,Drutsa-g,bracketleft,91
9856af88bfd407ecc16ded194f45577b1099cb66957d664daa01e3bbbae356ab,Drutsa-g,s,115
b48063ed08e317812351924ea0f4ba256d8938384cbb4245b262142ba2944425,Drutsa-g,Q,81
984e4f8a36f8e5ac20a32218cbf6e8d7b82cc2a784e725becdf261e83833cc11,Drutsa-g,flex,94
1f4728c22765b7b8cfac0f2ef167368f2a927232a9458948e7ba0c16a7c57de6,Drutsa-g,L,76
6625edcec5026ad413c2f43e006e994ac1b028195cbba49acc22c9afb5d30525,Drutsa-g,comma,44
7edff7e513f7aa64c056e399bc683d66192fb2841621a2c2076f58e90d387463,Drutsa-g,N,78
79207853792c3ee4ff0180740f8eec34f6bc889a8f3112211a638db6624ed9cb,Drutsa-g,dollar,36
6a976c8f11ca41c82558cd7303b4658098b2c3c6c5984f786054c87069d5e0c1,Drutsa-g,g,103
62b4dca0e462dd0864ce2f0c9afeac7608dae2e50eb7041a3a199c9540feda77,Drutsa-g,q,113
1c97c84c7e1b590190f01a3b16a505dc6d84aeaf85909a954d032c0bb53e4c93,Drutsa-g,.notdef,
eed2acd8fb20019ed60ceebe55694ff58d4ca71cfa1a59a28080d0a1c4f96209,Drutsa-g,P,80
dea97c08e29e33719fe6a9f506938d34d1353445fd5b57e7f04b415ea995f796,Drutsa-g,zero,48
3828fcd8681fee006e247b22b6e4f68a8b435c2b4b9876363f6a29bc952ffac1,Drutsa-g,J,74
75bb1f0fb9b07243dfc52ddc274cad675d981a992b141c924ebcc38a3fdb6af1,Drutsa-g,plus,43
b5d34544b95b2e7f9b9fd28c85854640ab4a24a46efb5583bc1ba7335554f276,Drutsa-g,X,88
c4b8538222bf6dde791c0ed97e8640109d6c19287371821780b9a29ec06e9db1,Drutsa-g,nonmarkingreturn,
a236a1944311c63cef12bdf0a788fccc6b777665c50730161fc1d63568c3f877,Drutsa-g,D,68
97bba69d7c460e608cceecf02d188a152c89ae746a963738d0e5615f7f77ab4f,Drutsa-g,Y,89
0a62cab6450574970510dc67c6c4b83cc585f3af6bd40ad917195b8f22bd3f7e,Drutsa-g,p,112
466d19e47806fa85f16a1a6ef6ac777b514c0044cf27c33d2fb5b5918d6c7588,Drutsa-g,i,105
0ab1ca4e94fb6ed5a24b2362827d74f435baadad3c90287387e0c041df5cb701,Drutsa-g,H,72
841bf22b3f0eedde9df396e58b1d4c1d3fef937f29b69ad6d327f2b5ba4690ed,Drutsa-g,period,46
7628fe64d8c7629b8b53e857e8bd96a6489d4c2dfcd7eb4acad8af9721317381,Drutsa-a3,asterisk,42
f97786df4b86806d4627d83448d30012cbb8230685682600a9f32ea965d4bcd1,Drutsa-a3,Y,89
6c1b38a946631f8ffae5e490b428fc3fa92679aee7823fd619cd93a769241c0b,Drutsa-a3,comma,44
edf8b826a47af7b34154dfdd296da95109dad8b4ad780663a891965633862544,Drutsa-a3,H,72
f0062d27e49adb269623483e384235d40597369f2ee25e31081031cf92911e94,Drutsa-a3,v,118
faf7f99a884e160f9adb2671272b9ce36fe937c70fc88554ff16beb250b93bf9,Drutsa-a3,r,114
e284c3b82c72263321fb0c38f3ffa65affc5935af7ec54b014889252a478dab5,Drutsa-a3,bracketright,93
3152ef6f2b614c2b5fb45b810e0ffb025752a75b06e7b90c6e02e4ad120e9eed,Drutsa-a3,R,82
90cb2c94359f3b49a3aeafe8f13bed99643aada450f2962e0d04a9bbc82d8324,Drutsa-a3,p,112
db7c4a390570d8d62a21879f2f749186c0b8f48f446cf91a590fd476f1fd11ac,Drutsa-a3,question,63
25775bd380ca1e9858039bd5ee0571a4659167570887be6660cad438947f9006,Drutsa-a3,numbersign,35
bad295cca527829bde948d79e58524397865601c3de26f0233ec5a9c4da974f7,Drutsa-a3,parenright,41
89d1df0d588a1d4bb99f2d46eaf0a90c67f684e0ee0b0347045f608a8c8bf2d7,Drutsa-a3,G,71
24c74a9b3b7e0ddfb1e10c8d5ae3582639f17a420e7cc4628aef26ec54c80460,Drutsa-a3,V,86
3c23eb2522cc5dc67062a27a1448e15f5c038bc8319a5fb3bfb5d4c1c4e2fd55,Drutsa-a3,seven,55
71ad0e9d0f33f40a648dacea21c2a0ad3e87d4aba991db289d7287e786da3336,Drutsa-a3,y,121
e8c67c500266349807e8c214bd142c7d922004f3dc06b97b9b6ba272423bd25e,Drutsa-a3,X,88
eb95feef737580c13d0a4e2fc81d67ed94f5aa6f90eb9c872bfbfe3d68a0fff2,Drutsa-a3,m,109
cc4348c9e3945b1026dfe1de4d3b2c02770bf8a4e99548fca8f8d0f97a3c6322,Drutsa-a3,yen,165
0d0d8311b4949bc05cdd3bf3737238412eb8009f39d0d5fca3af0a09cbabfaef,Drutsa-a3,FLW257,57348
a3ada0bf768e8402d5e859645416c58927bddb2538aa9b70822a12ea81e8f61c,Drutsa-a3,J,74
89ae163a1bd8f697e42b5089ed81de3055b97b2b9a6f429d254eab133da610dd,Drutsa-a3,k,107
392db97fa755a896cc02d04eeb623325d4e8b8b30635595e6219631385082685,Drutsa-a3,FLW160,160
63a465c97795c5813f5225276f98cb5aa218f3556a3556ead1555a4dd78d8b9b,Drutsa-a3,at,64
cfdbee2ea44edc4c18cf01f67cb7b65c710d8168115fd20df02dbaa6578a8f35,Drutsa-a3,underscore,95
97473b4d5dc62aa33668c43dd69d8eae0b9e5a625b6497dfc467f1267d56e2bd,Drutsa-a3,bracketleft,91
c4aa948ddd28aeff03f0604acb0255f78fb77b5020e61e329712cc6c083f8d30,Drutsa-a3,equal,61
777e84787f05a4fbda265b50ac977548d97011df947deeb3fb997208384ef7a1,Drutsa-a3,ampersand,38
123a777e80e3e4fcf47308475f39b47f86a748844b05daec1d77f35aebd26179,Drutsa-a3,z,122
80e0c12eda958efe597274b10dca86a93e3425210c3aeedf301b08b1a5af622b,Drutsa-a3,greater,62
cb957df5aeea4c0da2241dc43b82e13b94caa0655f46dbb5285cc90f77984412,Drutsa-a3,F,70
57a3dcd89eb061c1b56f9c97614972f212c1c3cc3927fbc88ba8d5157e8b87cd,Drutsa-a3,parenleft,40
b133b04015ddb3127980bbb1bc94d9f9d16360824ec5de4a8055d0a639ee8219,Drutsa-a3,zero,48
c12f4600cb45b57dfc1eae66ad4bf0f13ae308bd90580aeea4cda02d34179b6a,Drutsa-a3,U,85
432a1023966402ad0c27f4d954bb2694d43b35b880052d499ed3bba8052074a1,Drutsa-a3,six,54
3dd7206273df0609a304f5121e43169a2d368f98deaf587012c4250dc9f8a517,Drutsa-a3,c,99
fec2b0cc752d1f5847ea3489fcabca0d883ad17f7bc11c1e17b6c5611499c053,Drutsa-a3,O,79
cedda7c02b0333a0672dd342c17d23d10304212b05be0b77267369b336b54f47,Drutsa-a3,eight,56
c7e1c94e66281c6babd19a49b3de4a82e179af72bf179e17004c3c31aeea0f6a,Drutsa-a3,b,98
64eedba4ec921a4755a0e85f3f51e8f5a1be79349a989e145183ad54bc9d24b5,Drutsa-a3,s,115
c7a085035c9a5469d8ac2a463706eb29560a003f19f71ccd09fbc7020354df4c,Drutsa-a3,semicolon,59
e07db2583657e9f1f5f12edf4318029f0e78b9d4a77c8e20c19dff4e4f515785,Drutsa-a3,hyphen,45
73199e11cfbf090afc571e28410de9d51bae220ed9b56dd1923cccc2a47bbdc3,Drutsa-a3,L,76
c3cd2d9f86549824564f6a7631f0518952ed2400719f8e193007c46efde5ed06,Drutsa-a3,t,116
6edb49ad9504a207fae11dda66ff8cdac49bef04c7a96a0c4df303716e2aa332,Drutsa-a3,E,69
53da850204d1f6a8cd28c8f29ab6fc1622ee969e1590f684b1e1a3fbfe41a057,Drutsa-a3,flex,94
5dab155dcf4ab06adfa3e914a8d66a71ffd606ab8c88f4b5319cb18014cf1a43,Drutsa-a3,f,102
c7ada3f6e461878949d657ae21c92b3a53c7b1010afaa5c978a918f755d893f0,Drutsa-a3,plus,43
0719a740e2d2671dbb3a1ee852b53443b942668ad6f82e49767ab2d21a007c83,Drutsa-a3,one,49
0276519ee0168d18171f3af939ce2c89a774685a102fafaf0b3729ec505a40bc,Drutsa-a3,g,103
2dee442a5e304d7d6be6b811c81c52b641567a9549ce775fd9375b51e6b1809e,Drutsa-a3,five,53
3fd09b59d365f87058592710793038f1ebf61ea642b8ba05eea61d3689a7c308,Drutsa-a3,percent,37
8a58a36a63ef6515fbf5771466a9c1f86bceaae37a2ece02749c515a039a4b9f,Drutsa-a3,visiblespace,57347
55ce0145fcef2943f9858d5cc9863354eeb5d19a2b39f60b66f25b02fde20b3b,Drutsa-a3,backslash,92
e3b08ef94713905d5304bfb7317a6797e3923a379e8f90332d74e86b01bba69a,Drutsa-a3,colon,58
39542c5341d5949ab3f61e6c78dccfca1194d083581e2324a37d3a54b1198f87,Drutsa-a3,less,60
117d7650d67e7f9c1e7068f1acbd3ccda1286c06305713904e4f6b5ca52d60c0,Drutsa-a3,A,65
d4dfcf719ea1722f871b3222de1698ae26b7df9cf80b9b09984f06fcc9b1ed9c,Drutsa-a3,B,66
ec07acfcc98dfd3cda30a59524dca1954758242454b99ede5034da3371841d7d,Drutsa-a3,o,111
65c115c9e1a1c987767ec4f3a9eb66d02a36a9b236f952564954ad9b3f49de13,Drutsa-a3,space,32
32e3efd9ed3040b0781cefb18a16b0a111fbdd235ef1e3aaf68243983d8a417e,Drutsa-a3,bar,124
5540fd552b3933487d6b221c59248a5f95236f417768d1fb94a2232b808b0837,Drutsa-a3,x,120
302526ccae9dd8f956e38951553678ec49605c37a534fb03b41ddabfb03901cf,Drutsa-a3,.null,
ce7ba9b7e67161488af4ea081397790f25b206ff9cc9fe14c24186d1b2cdd1e6,Drutsa-a3,three,51
62b3eaa98b7902a786ef3c9dff20931a2536272bb33b275244c27c51844dcbb6,Drutsa-a3,W,87
